sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
-0.5955101027388352,0.4037651311605687,0.04736916431765337,0.30437053209511317,1.2723727331651873
0.1473148501168799,1.3820463204936726,4.362784793458616,-0.17021155186539227,-3.5483654017503676
-0.5910645397698908,1.4427208943595642,1.9087069557869432,-0.18014674883038873,-2.3176971620229603
-0.5927615733621385,1.4013130280457693,1.2702349653518599,-2.2174050046781937,2.4735575764803883
-0.07332144378365574,0.12889050918446499,-0.590790630685954,-1.4184388113744013,-0.3254992904436586
-1.6552517356853622,0.6278569499342117,-1.418672295785693,-0.36747274439630495,-0.6824152436514361
-1.5169952734151406,1.3846261341166533,1.4049519239131445,-4.1383724509570925,-1.3540200198784869
-0.6636341870482224,0.9258188833358793,0.33531528560484214,1.095290505317916,-2.298032468943356
-0.9943294796697076,0.27103625142164467,-1.9457132741465994,-1.726729601175177,-0.9916642420036845
-0.020264803134941778,1.170518724521389,-2.2652411899775196,1.1600391038416777,0.8341916816439519
-0.9174019702378631,0.4817471019146857,-1.260973432523452,1.0368010722206185,-0.7124533984758553
-1.2875390706611842,1.9550397649962534,3.740389055401298,-0.5647626281549217,0.2653674626606878
0.8248543871893976,1.8084443025756458,4.446259647456169,1.5997580590754337,2.0702640735520754
-0.4166377110950621,1.2561095669339823,0.832817521589848,1.239036261939649,-1.5947328317125642
-0.2013546151121267,1.700510243601969,0.7319753275272853,-0.23574583427669316,-0.21483915129748993
-1.2966732202743676,0.9394692613601536,-0.1411413274172818,-0.39385189325992953,0.8810093680729243
-0.6504922075552979,1.3508364218507554,-1.2173981664547497,1.7352780094857467,-2.1452597567244105
-0.169503493185982,1.769035759258974,2.9382983562294074,0.5225243907980928,-0.4098248176535788
-1.0957395875464893,1.0455671290487063,3.8350468500924624,1.6616402785257136,2.236812022132468
0.024839495112203402,0.7516017380118873,-1.14350910979789,-3.1512423369204456,-1.219470855327435
-0.6917836237585512,-0.09939826733696,0.314939753391409,0.3353608222808818,0.9809108806025042
-0.46502057707801914,0.8526188067598119,-0.34544045442701565,-2.0136939978467714,-0.9084338864220236
-0.6925674699567428,1.3848812944546194,-0.2921332470655339,0.16116992617957343,2.1231881170232745
1.1086372003317198,1.456634034493832,2.5977501742341147,1.1978591369505789,-3.2583626981279386
-0.2608266143225379,1.197554162981602,-1.8965775812154833,2.6350219149712113,-0.5864940771912887
-1.0272708903084777,0.5836181552905363,1.3032901076150156,-1.11768555179693,-2.9980947509546745
0.35282144227410084,-0.2592135776586879,1.7742806527646855,-0.5395490095757625,-1.782808608287821
-1.1470089666648788,0.6106752412789489,0.20822036332018945,0.06341111801844249,-1.7920906107706815
-0.09761560032520475,0.7227400031093391,2.0708528695586956,-1.1686564940859518,-1.1049775335088257
-1.6893015257328814,0.7177000620751353,0.7296525571214911,1.5689372470825802,-2.544203174252157
-1.2257974051772105,1.2645987726231147,2.6539262002223944,0.09906737052037395,-0.8000277180715504
-0.10642523327741932,2.067269706150644,-2.2748616549883716,0.3682607763903843,0.031336090350544965
0.29110863758848027,0.9739557471171567,-0.16355096386149004,1.0665965963566588,-3.0809621854996943
-0.12513685247268636,0.7741798704627757,0.3347770652612519,0.0968009066941772,-1.6797963915423078
-0.3358046510076842,0.7492328974396852,-4.344019248101935,-0.9486051596448113,3.2813436216738623
-0.47192739994728305,0.9744580711147388,-1.4899280130636727,0.1089832323175755,-0.17365846524779838
-1.3361427505298302,0.415116292339509,-0.9998921430753651,-1.0027689133299325,-3.5274723715226184
-0.7792794945106184,0.9720002418969335,2.1700610020296507,0.34867081309626446,-2.875642863958767
-0.5890248339713637,1.1661119943419365,-0.8078100576006475,1.5946971734155013,-0.335075694394348
0.5249992627278205,1.0245406305976819,-1.0079523662764085,-1.44961781267804,-0.530711407683343
0.0012932378689234358,1.1700631121903553,1.9348607980227974,-1.9505653511171972,-1.6056123283276769
-1.5449767450405527,1.1560928593745259,-2.4470608503402156,0.266349250066971,2.738234022492298
-0.013044792576287101,-0.1388969678439722,-3.2627274550451855,-0.8788866534310462,3.4027767914310987
-0.5335669909487049,1.2753512709401416,-0.18661220363580355,0.24181344710147082,-1.1009583097427484
-0.7477749465723806,0.5074587409067624,-2.1408191032959643,0.6464177777797222,0.6756909413904966
0.19804560603329846,0.25803358590388414,-2.0723976310475507,-2.8074291050843976,0.7541233425374263
0.5058254129106151,0.2529768714509514,1.495746786778906,1.1642599524353598,0.9614260741668994
0.43263219047308377,1.1559719121982914,2.0400962666632934,-1.4421752269179602,-1.687845675698868
-0.8668985264058715,0.7707492155804655,1.8833630405887132,0.1659924602625329,2.3416680996079444
-0.47787910461027405,-0.08609801296491293,2.458970055001612,-0.7269211297906465,-0.7951190075832505
-0.0077751264734077785,1.1820967650050171,2.6971164561793355,-0.5763460101337854,-0.02876514767111915
0.4651223425135629,0.05619808690516026,-3.365908315314618,2.5716912583520206,-0.6847705336683035
-0.6026297143131323,0.9835212864204416,1.2743980067815035,0.6448254780603673,-0.9061677274175732
-0.38719192515335715,1.0414573943083483,-0.4889171997729138,1.4653938398189577,-0.25306464371902293
-1.0629605397101425,1.421373427304686,-0.8808258183485074,0.4088873163516211,-2.5404450888225627
-1.128925592165289,1.9475010382679407,1.4723218789707844,1.0663729565360422,-3.7671183279770677
0.3454675127795662,0.10019245419646594,-2.649270861066907,0.7823447480576328,-1.0212862526755704
0.7445492710566313,0.8706198781315034,-2.6867191739150593,0.5539811533398155,-2.063286537235472
-0.3037745996583557,0.7391851371391237,1.6039526519687954,1.7491869789850476,0.1672976308154177
0.48566513621313556,1.1560940786064657,1.341643811294001,0.4166863619044202,-0.010335265907033042
0.014518107613937015,1.0280532301581924,0.7100060588550983,3.40034692073836,-0.666905460823698
-0.7244323596263897,0.6944397525998178,-1.1192088210169393,1.5436676763065993,1.626418397880285
